51;29;1;12926
29;18;1;12926
18;14;1;12926
14;20;2;12926
20;14;2;12926
14;4;1;12926
4;25;1;12926
25;42;1;12926
42;39;1;12926
39;15;1;12926
15;8;1;12926
8;12;1;12926
28;51;1;12926
12;28;1;12926
51;10;1;14814
10;13;1;14814
13;6;1;14814
6;16;1;14814
16;48;1;14814
48;47;1;14814
47;50;1;14814
50;41;1;14814
41;30;1;14814
30;44;1;14814
44;24;1;14814
5;51;1;14814
24;5;1;14814
5;19;2;14814
19;5;2;14814
51;17;1;33457
17;2;1;33457
2;11;2;33457
11;2;2;33457
2;27;1;33457
27;35;1;33457
35;9;1;33457
9;40;1;33457
40;33;1;33457
33;36;1;33457
36;1;1;33457
1;43;1;33457
38;51;1;33457
43;38;1;33457
51;45;1;40276
45;23;1;40276
23;3;1;40276
3;34;1;40276
34;46;1;40276
46;22;1;40276
22;32;1;40276
32;7;1;40276
7;21;1;40276
21;49;1;40276
49;49;1;40276
49;26;2;40276
26;49;2;40276
49;31;1;40276
37;51;1;40276
31;37;1;40276
